Date,Open,High,Low,Close,Spread
2004-05-31,0.9738,0.9738,0.9738,0.9738,0.00038000000000004697
2004-06-01,0.9738,0.9738,0.96815,0.96815,0.0003300000000000525
2004-06-02,0.96815,0.96815,0.94742,0.94742,0.00031999999999998696
2004-06-03,0.94742,0.94742,0.93853,0.93853,0.00030999999999997696
2004-06-04,0.93853,0.9395,0.93853,0.9395,0.0005700000000000149
2004-06-07,0.9395,0.95238,0.9395,0.95238,0.0005749999999999922
2004-06-08,0.95238,0.95238,0.94554,0.94554,0.00030999999999997696
2004-06-09,0.94554,0.94554,0.93826,0.93826,0.00035000000000001696
2004-06-10,0.93826,0.94823,0.93826,0.94823,0.00040000000000001146
2004-06-11,0.94823,0.94823,0.94313,0.94313,0.0006699999999999484
2004-06-14,0.94313,0.94518,0.94313,0.94518,0.0006249999999999867
2004-06-15,0.94518,0.95456,0.94518,0.95456,0.0003650000000000042
2004-06-16,0.95456,0.95456,0.94661,0.94661,0.0003650000000000042
2004-06-17,0.94661,0.94661,0.93502,0.93502,0.0003550000000000497
2004-06-18,0.93502,0.93835,0.93502,0.93835,0.0006150000000000322
2004-06-21,0.93835,0.94224,0.93835,0.94224,0.0005749999999999922
2004-06-22,0.94224,0.94224,0.93371,0.93371,0.0002649999999999597
2004-06-23,0.93371,0.93563,0.93371,0.93563,0.00025999999999998247
2004-06-24,0.93563,0.941,0.93563,0.941,0.00026500000000007073
2004-06-25,0.941,0.94527,0.941,0.94527,0.0005800000000000249
2004-06-28,0.94527,0.94527,0.94322,0.94322,0.0005800000000000249
2004-06-29,0.94322,0.94322,0.92782,0.92782,0.000260000000000038
2004-06-30,0.92782,0.93188,0.92782,0.93188,0.0002549999999999497
2004-07-01,0.93188,0.93932,0.93188,0.93932,0.00025999999999992696
2004-07-02,0.93932,0.94411,0.93932,0.94411,0.0005749999999999367
2004-07-05,0.94411,0.94411,0.94366,0.94366,0.0006249999999999312
2004-07-06,0.94366,0.94697,0.94366,0.94697,0.0003149999999999542
